GEOID,total_applications,total_denials,denial_rate,black_applications,black_denials,black_denial_rate,white_applications,white_denials,white_denial_rate,disparity_ratio_bw
48113019031,129.0,8.0,0.06201550387596899,6.0,0.0,,79.0,3.0,0.0379746835443038,
48113019032,68.0,8.0,0.11764705882352941,5.0,0.0,,34.0,4.0,0.11764705882352941,
48113019033,38.0,3.0,0.07894736842105263,2.0,1.0,,22.0,0.0,0.0,
48113019034,110.0,28.0,0.2545454545454545,26.0,5.0,0.19230769230769232,41.0,14.0,0.34146341463414637,0.5631868131868132
48113019035,40.0,10.0,0.25,3.0,0.0,,18.0,4.0,0.2222222222222222,
48113019036,91.0,3.0,0.03296703296703297,3.0,0.0,,68.0,1.0,0.014705882352941176,
48113019037,74.0,4.0,0.05405405405405406,2.0,0.0,,44.0,0.0,0.0,
48113019039,84.0,5.0,0.05952380952380952,10.0,2.0,0.2,41.0,1.0,0.024390243902439025,8.2
48113019040,51.0,14.0,0.27450980392156865,4.0,1.0,,16.0,2.0,0.125,
48113019041,80.0,6.0,0.075,1.0,0.0,,47.0,5.0,0.10638297872340426,
48113019042,92.0,10.0,0.10869565217391304,6.0,2.0,,39.0,5.0,0.1282051282051282,
48113019044,46.0,6.0,0.13043478260869565,0.0,0.0,,18.0,3.0,0.16666666666666666,
48113019045,36.0,6.0,0.16666666666666666,7.0,0.0,,15.0,3.0,0.2,
48113019046,25.0,2.0,0.08,0.0,0.0,,9.0,1.0,,
48113019047,201.0,11.0,0.05472636815920398,23.0,1.0,0.043478260869565216,58.0,4.0,0.06896551724137931,0.6304347826086957
48113019048,26.0,2.0,0.07692307692307693,0.0,0.0,,13.0,1.0,0.07692307692307693,
48113019049,40.0,5.0,0.125,2.0,0.0,,27.0,2.0,0.07407407407407407,
48113019050,54.0,5.0,0.09259259259259259,0.0,0.0,,28.0,0.0,0.0,
48113019051,123.0,10.0,0.08130081300813008,8.0,3.0,,56.0,4.0,0.07142857142857142,
48113019101,13.0,2.0,0.15384615384615385,3.0,0.0,,2.0,1.0,,
48113019102,77.0,6.0,0.07792207792207792,3.0,1.0,,40.0,3.0,0.075,
48113019202,106.0,7.0,0.0660377358490566,1.0,0.0,,79.0,6.0,0.0759493670886076,
48113019203,116.0,6.0,0.05172413793103448,1.0,1.0,,91.0,4.0,0.04395604395604396,
48113019205,251.0,28.0,0.11155378486055777,1.0,0.0,,142.0,17.0,0.11971830985915492,
48113019208,70.0,8.0,0.11428571428571428,6.0,0.0,,39.0,4.0,0.10256410256410256,
48113019210,129.0,12.0,0.09302325581395349,0.0,0.0,,102.0,12.0,0.11764705882352941,
48113019211,123.0,10.0,0.08130081300813008,3.0,1.0,,80.0,4.0,0.05,
48113019213,5.0,1.0,0.2,0.0,0.0,,2.0,0.0,,
48113019214,64.0,9.0,0.140625,3.0,1.0,,40.0,4.0,0.1,
48113019215,76.0,4.0,0.05263157894736842,2.0,0.0,,59.0,4.0,0.06779661016949153,
48113019216,123.0,7.0,0.056910569105691054,4.0,1.0,,82.0,3.0,0.036585365853658534,
48113019301,55.0,3.0,0.05454545454545454,0.0,0.0,,38.0,2.0,0.05263157894736842,
48113019302,52.0,1.0,0.019230769230769232,1.0,0.0,,28.0,0.0,0.0,
48113019400,91.0,10.0,0.10989010989010989,1.0,1.0,,57.0,9.0,0.15789473684210525,
48113019501,132.0,9.0,0.06818181818181818,0.0,0.0,,88.0,6.0,0.06818181818181818,
48113019502,76.0,5.0,0.06578947368421052,1.0,0.0,,44.0,3.0,0.06818181818181818,
48113019600,59.0,10.0,0.1694915254237288,0.0,0.0,,42.0,6.0,0.14285714285714285,
48113019700,40.0,3.0,0.075,0.0,0.0,,20.0,1.0,0.05,
48113019800,128.0,9.0,0.0703125,3.0,0.0,,86.0,6.0,0.06976744186046512,
48113019900,39.0,17.0,0.4358974358974359,1.0,1.0,,23.0,6.0,0.2608695652173913,
48113020000,92.0,7.0,0.07608695652173914,1.0,0.0,,33.0,3.0,0.09090909090909091,
48113020100,18.0,3.0,0.16666666666666666,0.0,0.0,,9.0,2.0,,
48113020200,89.0,13.0,0.14606741573033707,18.0,5.0,0.2777777777777778,43.0,4.0,0.09302325581395349,2.986111111111111
48113020300,47.0,10.0,0.2127659574468085,18.0,5.0,0.2777777777777778,12.0,2.0,0.16666666666666666,1.6666666666666667
48113020401,11.0,3.0,0.2727272727272727,1.0,0.0,,4.0,1.0,,
48113020402,108.0,14.0,0.12962962962962962,20.0,5.0,0.25,51.0,6.0,0.11764705882352941,2.125
48113020500,58.0,16.0,0.27586206896551724,8.0,2.0,,22.0,2.0,0.09090909090909091,
48113020600,69.0,10.0,0.14492753623188406,2.0,0.0,,38.0,7.0,0.18421052631578946,
48113020700,159.0,19.0,0.11949685534591195,5.0,2.0,,91.0,11.0,0.12087912087912088,
48113020800,157.0,23.0,0.1464968152866242,34.0,8.0,0.23529411764705882,61.0,4.0,0.06557377049180328,3.5882352941176467
48113020900,28.0,2.0,0.07142857142857142,7.0,1.0,,10.0,0.0,0.0,
48113021000,122.0,15.0,0.12295081967213115,22.0,4.0,0.18181818181818182,52.0,3.0,0.057692307692307696,3.1515151515151514
48113021100,66.0,9.0,0.13636363636363635,17.0,1.0,0.058823529411764705,26.0,4.0,0.15384615384615385,0.38235294117647056
48113021200,37.0,6.0,0.16216216216216217,2.0,0.0,,22.0,5.0,0.22727272727272727,
48113980000,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,,
