GEOID,pop_2023,south_of_i30,bates_typology_v21,tif_present,oz_designated,in_pid,vendor_share_5mi,real_gent_signal,demo_change_real,vuln_index,cip_total_usd,cip_per_cap,pid_annual_budget,pid_per_cap,l3_tool_any,l4_pressure_proxy,l5_vendor_share,L1_cip_norm,L2_pid_norm,L3_tool_norm,L4_pressure_norm,L5_vendor_norm,capital_stack_score
48113008000,7522.0,0,Historic Loss,1,0,0,0.0243237537164115,1,0,-1.849595425113511,22814800.0,3033.0763094921563,0.0,0.0,1,1,0.0243237537164115,0.2059516463797664,0.0,1.0,1.0,0.1218082419335835,0.46555197766267
48113008200,4186.0,0,Stable,0,0,0,0.016271912819559,1,0,-0.3426435372547332,284907.0,68.06187290969899,0.0,0.0,0,1,0.016271912819559,0.004621530535705494,0.0,0.0,1.0,0.08148631648534202,0.21722156940420953
48113011401,6111.0,1,Susceptible,0,0,0,0.0955281835727475,0,1,0.5395774482959012,0.0,0.0,0.0,0.0,0,1,0.0955281835727475,0.0,0.0,0.0,1.0,0.4783850482852895,0.2956770096570579
48113008802,5494.0,1,Early: Type 1,0,0,0,0.0586560314661315,1,0,0.544611491715418,30000.0,5.460502366217692,0.0,0.0,0,1,0.0586560314661315,0.0003707784894378214,0.0,0.0,1.0,0.29373706686027523,0.2588215690699426
48113009603,5041.0,0,Historic Loss,0,0,0,0.1404992191700519,0,1,-0.929554226603716,300000.0,59.512001586986706,0.0,0.0,0,1,0.1404992191700519,0.004040978022161061,0.0,0.0,1.0,0.7035905345727242,0.3415263025189771
48113009604,3781.0,0,Stable,0,0,0,0.1375758112052174,0,0,-0.2825858007000232,216479.0,57.25443004496165,0.0,0.0,0,0,0.1375758112052174,0.0038876846234934823,0.0,0.0,0.0,0.6889507224449248,0.13856768141368367
48113009605,3247.0,0,Stable,0,0,0,0.1366863353385114,1,0,0.0776597023195679,0.0,0.0,0.0,0.0,0,1,0.1366863353385114,0.0,0.0,0.0,1.0,0.6844964144121682,0.33689928288243365
48113009607,3727.0,0,Historic Loss,0,0,0,0.1068996402039057,1,1,-0.6223112401082078,325000.0,87.201502548967,0.0,0.0,0,1,0.1068996402039057,0.005921147766887595,0.0,0.0,1.0,0.535330911025661,0.30825041175850976
48113009608,2907.0,0,Historic Loss,0,0,0,0.1404992191700519,1,1,-0.7960891013340349,16402500.0,5642.414860681115,0.0,0.0,0,1,0.1404992191700519,0.38313069357279256,0.0,0.0,1.0,0.7035905345727242,0.4173442456291033
48113009609,3183.0,0,Historic Loss,0,0,0,0.1384117396624885,1,0,-1.3433171093124376,350000.0,109.95915802701853,0.0,0.0,0,1,0.1384117396624885,0.007466435829301359,0.0,0.0,1.0,0.693136876315318,0.3401206624289238
48113009611,3538.0,0,Stable,0,0,0,0.1068907654541334,0,0,0.0356180516419907,4753259.0,1343.4875635952515,0.0,0.0,0,0,0.1068907654541334,0.0912253591336485,0.0,0.0,0.0,0.5352864681456694,0.12530236545586357
48113009702,3219.0,0,Historic Loss,0,0,0,0.1227937469138492,1,0,-1.0714833566740884,0.0,0.0,0.0,0.0,0,1,0.1227937469138492,0.0,0.0,0.0,1.0,0.614925253988307,0.3229850507976614
48113009202,5453.0,1,Susceptible,0,0,0,0.0053042711101337,0,1,0.5624740366572163,400000.0,73.35411699981661,0.0,0.0,0,1,0.0053042711101337,0.004980883968387776,0.0,0.0,1.0,0.026562673927608055,0.2063087115791992
