gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,Quarter,code_str,total_units_num
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015404,7,Summary of All HUD Programs,1,,TX Texas Dallas County 015404,48113015404,57,85,58,100,5,5,2.7,156,455,1747,17997,6691,6,10,35,10,39,43,-1,41,20,95,72,2,43,95,43,28,100,21,-1,67,19,14,-1,97,88,-1,-1,3,-1,9,-1,9,2,9,155,100,217,19,38,43,28,32,89,40,,19100,30464,,,TX,,,2023-12-31,48113015404,57
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015404,7,Housing Choice Vouchers,3,,TX Texas Dallas County 015404,48113015404,57,85,58,100,5,5,2.7,156,455,1747,17997,6691,6,10,35,10,39,43,-1,41,20,95,72,2,43,95,43,28,100,21,-1,67,19,14,-1,97,88,-1,-1,3,-1,9,-1,9,2,9,155,100,217,19,38,43,28,32,89,40,,19100,30464,,,TX,,,2023-12-31,48113015404,57
Census tract,TX Texas,TX Texas 113 Dallas County 48113015405,7,Summary of All HUD Programs,1,,TX Texas Dallas County 015405,48113015405,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113015405,0
Census tract,TX Texas,TX Texas 113 Dallas County 48113015406,7,Summary of All HUD Programs,1,,TX Texas Dallas County 015406,48113015406,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,TX,,,2023-12-31,48113015406,0
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015500,7,Summary of All HUD Programs,1,,TX Texas Dallas County 015500,48113015500,56,91,56,100,6,5,1.3,72,339,950,13236,10295,4,7,57,22,9,13,-1,84,18,100,95,-1,9,84,9,33,16,17,-1,11,11,79,4,75,27,-1,4,25,-1,20,25,45,0,-1,103,88,88,75,20,5,16,12,78,51,,19100,30464,,,TX,,,2023-12-31,48113015500,56
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015500,7,Housing Choice Vouchers,3,,TX Texas Dallas County 015500,48113015500,17,87,19,100,6,-1,1.7,33,373,1842,11799,6794,12,12,47,18,12,26,-1,63,15,100,89,-1,26,95,26,33,86,33,-1,32,32,37,-1,89,47,-1,11,11,-1,26,5,32,0,-1,196,63,179,26,58,16,47,12,78,51,,19100,30464,,,TX,,,2023-12-31,48113015500,17
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015500,7,Project Based Section 8,5,,TX Texas Dallas County 015500,48113015500,39,92,37,100,7,8,1.1,39,322,574,13974,13257,-1,5,62,24,8,5,-1,95,20,100,97,-1,-1,78,-1,-1,3,3,-1,-1,-1,100,5,68,16,-1,-1,32,-1,16,35,51,0,-1,56,100,58,100,-1,-1,-1,12,78,51,,19100,30464,,,TX,,,2023-12-31,48113015500,39
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015600,7,Summary of All HUD Programs,1,,TX Texas Dallas County 015600,48113015600,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113015600,4
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015600,7,Housing Choice Vouchers,3,,TX Texas Dallas County 015600,48113015600,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113015600,4
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015700,7,Summary of All HUD Programs,1,,TX Texas Dallas County 015700,48113015700,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113015700,2
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015700,7,Housing Choice Vouchers,3,,TX Texas Dallas County 015700,48113015700,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113015700,2
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015900,7,Summary of All HUD Programs,1,,TX Texas Dallas County 015900,48113015900,207,89,205,100,6,9,2.5,521,459,1318,16898,6649,19,9,24,12,36,38,-1,57,20,98,77,3,58,90,58,15,55,12,5,61,15,20,0,89,50,-1,-1,9,2,28,9,39,1,84,124,47,156,20,49,31,12,19,83,51,,19100,19000,,,TX,,,2023-12-31,48113015900,207
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015900,7,Housing Choice Vouchers,3,,TX Texas Dallas County 015900,48113015900,95,84,97,100,6,1,2.5,241,545,1787,17428,7015,14,10,25,9,41,42,-1,47,20,97,75,2,57,97,58,20,88,16,1,63,20,16,-1,93,72,-1,-1,7,1,19,1,21,0,84,162,100,156,19,39,42,22,19,83,51,,19100,19000,,,TX,,,2023-12-31,48113015900,95
Census Tract,TX Texas,TX Texas 113 Dallas County 48113015900,7,Project Based Section 8,5,,TX Texas Dallas County 015900,48113015900,112,93,108,100,6,17,2.6,280,382,957,16422,6334,22,8,23,14,32,34,-1,65,19,99,79,5,58,84,58,11,33,8,8,59,10,22,1,85,30,-1,-1,11,3,36,17,56,3,-1,91,-1,-1,21,58,20,3,19,83,51,,19100,19000,,,TX,,,2023-12-31,48113015900,112
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016001,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016001,48113016001,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016001,7
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016001,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016001,48113016001,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016001,7
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016002,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016002,48113016002,11,90,13,100,6,-1,1.8,24,546,1859,14843,8040,-1,17,42,-1,42,15,-1,77,18,100,85,-1,23,69,23,67,86,58,-1,8,38,54,-1,85,31,-1,8,15,-1,46,-1,46,8,-1,288,92,98,31,62,8,31,49,84,46,,19100,30464,,,TX,,,2023-12-31,48113016002,11
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016002,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016002,48113016002,11,90,13,100,6,-1,1.8,24,546,1859,14843,8040,-1,17,42,-1,42,15,-1,77,18,100,85,-1,23,69,23,67,86,58,-1,8,38,54,-1,85,31,-1,8,15,-1,46,-1,46,8,-1,288,92,98,31,62,8,31,49,84,46,,19100,30464,,,TX,,,2023-12-31,48113016002,11
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016100,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016100,48113016100,164,91,161,100,5,7,2.1,344,348,1247,14399,6739,16,12,35,12,26,22,-1,75,18,98,86,2,40,84,40,16,67,20,2,40,15,43,5,84,42,1,1,14,-1,34,6,40,1,96,145,30,153,37,37,26,11,21,80,45,,19100,30464,,,TX,,,2023-12-31,48113016100,164
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016100,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016100,48113016100,54,87,58,100,6,2,1.8,105,380,1783,15253,8425,4,9,47,12,28,19,-1,79,19,100,84,-1,29,86,26,32,90,44,-1,22,10,67,10,79,53,2,2,21,-1,21,2,22,0,96,196,84,153,55,17,28,16,21,80,45,,19100,30464,,,TX,,,2023-12-31,48113016100,54
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016100,7,Project Based Section 8,5,,TX Texas Dallas County 016100,48113016100,111,93,103,100,5,11,2.3,239,330,1003,13918,5998,23,13,27,11,25,24,-1,72,16,97,86,4,47,83,48,12,37,10,3,50,17,29,2,87,36,1,-1,11,-1,42,9,50,2,-1,116,-1,-1,27,48,25,9,21,80,45,,19100,30464,,,TX,,,2023-12-31,48113016100,111
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016201,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016201,48113016201,28,85,29,100,5,3,2.4,70,497,1728,16297,6752,19,11,37,11,22,34,-1,59,19,93,79,3,34,90,38,18,83,23,-1,41,17,41,3,97,55,-1,3,3,-1,34,3,38,0,-1,210,86,156,41,14,45,14,2,83,78,,19100,30464,,,TX,,,2023-12-31,48113016201,28
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016201,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016201,48113016201,28,85,29,100,5,3,2.4,70,497,1728,16297,6752,19,11,37,11,22,34,-1,59,19,93,79,3,34,90,38,18,83,23,-1,41,17,41,3,97,55,-1,3,3,-1,34,3,38,0,-1,210,86,156,41,14,45,14,2,83,78,,19100,30464,,,TX,,,2023-12-31,48113016201,28
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016203,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016203,48113016203,149,83,148,100,5,3,1.4,205,374,1752,14493,10463,12,6,51,12,19,26,-1,72,19,98,84,-1,16,83,14,44,87,45,-1,36,28,36,3,89,73,-1,2,11,-1,14,1,14,0,42,178,97,127,62,37,1,13,23,91,0,,19100,30464,,,TX,,,2023-12-31,48113016203,149
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016203,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016203,48113016203,149,83,148,100,5,3,1.4,205,374,1752,14493,10463,12,6,51,12,19,26,-1,72,19,98,84,-1,16,83,14,44,87,45,-1,36,28,36,3,89,73,-1,2,11,-1,14,1,14,0,42,178,97,127,62,37,1,13,23,91,0,,19100,30464,,,TX,,,2023-12-31,48113016203,149
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016204,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016204,48113016204,8,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016204,8
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016204,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016204,48113016204,8,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016204,8
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016301,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016301,48113016301,15,83,15,100,5,-1,2.3,34,627,1761,16501,7280,7,21,29,7,36,33,-1,60,19,93,80,-1,53,87,47,50,67,26,-1,47,33,20,-1,87,60,-1,-1,13,-1,27,-1,27,0,-1,218,93,263,-1,27,73,53,9,90,95,,19100,19000,,,TX,,,2023-12-31,48113016301,15
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016301,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016301,48113016301,15,83,15,100,5,-1,2.3,34,627,1761,16501,7280,7,21,29,7,36,33,-1,60,19,93,80,-1,53,87,47,50,67,26,-1,47,33,20,-1,87,60,-1,-1,13,-1,27,-1,27,0,-1,218,93,263,-1,27,73,53,9,90,95,,19100,19000,,,TX,,,2023-12-31,48113016301,15
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016302,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016302,48113016302,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016302,4
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016302,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016302,48113016302,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016302,4
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016406,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016406,48113016406,58,86,61,100,5,-1,2.3,143,574,1764,20836,8888,9,5,30,11,46,44,-1,49,24,87,66,2,54,93,54,17,93,18,-1,62,13,25,2,92,69,-1,2,8,-1,21,-1,21,0,-1,161,100,213,7,49,44,30,10,87,61,,19100,30464,,,TX,,,2023-12-31,48113016406,58
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016406,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016406,48113016406,58,86,61,100,5,-1,2.3,143,574,1764,20836,8888,9,5,30,11,46,44,-1,49,24,87,66,2,54,93,54,17,93,18,-1,62,13,25,2,92,69,-1,2,8,-1,21,-1,21,0,-1,161,100,213,7,49,44,30,10,87,61,,19100,30464,,,TX,,,2023-12-31,48113016406,58
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016407,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016407,48113016407,36,87,38,100,4,3,3.2,120,633,1715,21873,6926,9,9,24,12,47,37,3,50,23,89,66,-1,71,100,71,12,80,14,-1,68,18,13,-1,92,76,-1,-1,8,-1,16,-1,16,0,95,154,97,237,-1,16,84,45,14,84,66,,19100,30464,,,TX,,,2023-12-31,48113016407,36
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016407,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016407,48113016407,36,87,38,100,4,3,3.2,120,633,1715,21873,6926,9,9,24,12,47,37,3,50,23,89,66,-1,71,100,71,12,80,14,-1,68,18,13,-1,92,76,-1,-1,8,-1,16,-1,16,0,95,154,97,237,-1,16,84,45,14,84,66,,19100,30464,,,TX,,,2023-12-31,48113016407,36
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016409,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016409,48113016409,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016409,3
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016409,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016409,48113016409,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016409,3
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016410,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016410,48113016410,13,85,13,100,6,-1,3.5,46,606,1622,18521,5234,8,8,23,31,31,31,-1,69,20,92,77,15,46,92,54,20,100,26,-1,62,15,23,-1,100,62,-1,15,-1,-1,23,-1,23,0,-1,174,100,250,-1,-1,100,31,18,73,98,,19100,30464,,,TX,,,2023-12-31,48113016410,13
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016410,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016410,48113016410,13,85,13,100,6,-1,3.5,46,606,1622,18521,5234,8,8,23,31,31,31,-1,69,20,92,77,15,46,92,54,20,100,26,-1,62,15,23,-1,100,62,-1,15,-1,-1,23,-1,23,0,-1,174,100,250,-1,-1,100,31,18,73,98,,19100,30464,,,TX,,,2023-12-31,48113016410,13
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016412,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016412,48113016412,5,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016412,5
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016412,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016412,48113016412,5,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016412,5
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016414,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016414,48113016414,24,83,24,100,2,25,2.4,58,613,1691,20788,8602,4,9,26,9,52,38,-1,58,24,96,63,-1,63,92,63,30,25,19,-1,63,21,17,-1,96,88,-1,4,4,-1,4,-1,4,4,83,113,100,221,25,58,17,8,2,82,11,,19100,30464,,,TX,,,2023-12-31,48113016414,24
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016414,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016414,48113016414,24,83,24,100,2,25,2.4,58,613,1691,20788,8602,4,9,26,9,52,38,-1,58,24,96,63,-1,63,92,63,30,25,19,-1,63,21,17,-1,96,88,-1,4,4,-1,4,-1,4,4,83,113,100,221,25,58,17,8,2,82,11,,19100,30464,,,TX,,,2023-12-31,48113016414,24
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016415,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016415,48113016415,20,81,19,100,6,-1,2.7,52,470,1711,13942,5094,16,-1,53,16,16,5,-1,95,16,100,95,5,47,95,47,40,78,27,-1,32,21,47,-1,84,68,-1,-1,16,-1,16,-1,16,0,-1,187,100,233,21,26,53,21,13,76,100,,19100,30464,,,TX,,,2023-12-31,48113016415,20
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016415,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016415,48113016415,20,81,19,100,6,-1,2.7,52,470,1711,13942,5094,16,-1,53,16,16,5,-1,95,16,100,95,5,47,95,47,40,78,27,-1,32,21,47,-1,84,68,-1,-1,16,-1,16,-1,16,0,-1,187,100,233,21,26,53,21,13,76,100,,19100,30464,,,TX,,,2023-12-31,48113016415,20
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016416,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016416,48113016416,24,85,25,100,5,4,4.6,115,895,1753,32245,7010,5,-1,18,5,73,60,-1,28,30,84,52,8,88,100,96,-1,-1,7,4,96,-1,-1,-1,100,84,-1,4,-1,-1,12,-1,12,0,96,129,100,271,-1,4,96,4,10,83,40,,19100,30464,,,TX,,,2023-12-31,48113016416,24
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016416,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016416,48113016416,24,85,25,100,5,4,4.6,115,895,1753,32245,7010,5,-1,18,5,73,60,-1,28,30,84,52,8,88,100,96,-1,-1,7,4,96,-1,-1,-1,100,84,-1,4,-1,-1,12,-1,12,0,96,129,100,271,-1,4,96,4,10,83,40,,19100,30464,,,TX,,,2023-12-31,48113016416,24
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016417,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016417,48113016417,52,87,53,100,5,2,3.4,180,714,1515,25591,7535,2,10,18,14,57,53,-1,43,27,87,66,6,66,98,70,25,100,19,2,68,21,9,-1,75,57,-1,4,25,-1,15,-1,15,0,56,147,89,248,11,2,87,15,13,75,99,,19100,30464,,,TX,,,2023-12-31,48113016417,52
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016417,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016417,48113016417,45,86,47,100,5,2,3.7,174,755,1718,26740,7223,2,9,18,11,60,60,-1,36,27,85,66,6,74,98,79,14,100,17,2,70,17,11,-1,83,62,-1,4,17,-1,17,-1,17,0,56,140,100,248,-1,2,98,17,13,75,99,,19100,30464,,,TX,,,2023-12-31,48113016417,45
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016417,7,811/PRAC,9,,TX Texas Dallas County 016417,48113016417,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016417,7
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016418,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016418,48113016418,17,84,17,100,5,-1,4.4,74,911,1673,34212,7859,-1,-1,12,6,82,53,-1,47,34,88,47,6,88,94,88,18,-1,9,-1,94,6,-1,-1,88,71,-1,-1,12,-1,18,-1,18,0,-1,151,100,268,-1,-1,100,18,3,84,84,,19100,30464,,,TX,,,2023-12-31,48113016418,17
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016418,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016418,48113016418,17,84,17,100,5,-1,4.4,74,911,1673,34212,7859,-1,-1,12,6,82,53,-1,47,34,88,47,6,88,94,88,18,-1,9,-1,94,6,-1,-1,88,71,-1,-1,12,-1,18,-1,18,0,-1,151,100,268,-1,-1,100,18,3,84,84,,19100,30464,,,TX,,,2023-12-31,48113016418,17
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016419,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016419,48113016419,31,84,31,100,4,3,3.6,112,755,1773,23730,6568,10,10,13,7,60,71,-1,26,24,87,74,3,71,100,74,11,100,12,-1,81,10,10,-1,100,77,-1,-1,-1,-1,16,6,23,3,57,162,100,292,-1,-1,100,23,8,83,100,,19100,30464,,,TX,,,2023-12-31,48113016419,31
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016419,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016419,48113016419,31,84,31,100,4,3,3.6,112,755,1773,23730,6568,10,10,13,7,60,71,-1,26,24,87,74,3,71,100,74,11,100,12,-1,81,10,10,-1,100,77,-1,-1,-1,-1,16,6,23,3,57,162,100,292,-1,-1,100,23,8,83,100,,19100,30464,,,TX,,,2023-12-31,48113016419,31
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016420,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016420,48113016420,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016420,7
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016420,7,Housing Choice Vouchers,3,,TX Texas Dallas County 016420,48113016420,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,19100,30464,,,TX,,,2023-12-31,48113016420,7
Census Tract,TX Texas,TX Texas 113 Dallas County 48113016421,7,Summary of All HUD Programs,1,,TX Texas Dallas County 016421,48113016421,43,87,46,100,5,7,2.9,135,569,1753,20496,6984,12,-1,33,12,43,41,-1,50,22,89,72,2,65,96,65,15,71,15,-1,65,20,15,-1,93,70,-1,2,7,2,20,-1,22,0,96,164,98,179,-1,43,57,37,8,74,71,,19100,30464,,,TX,,,2023-12-31,48113016421,43
