"GEO_ID","NAME","B25077_001E","B25077_001M",
"1400000US48113016620","Census Tract 166.20, Dallas County, Texas","129300","8076",
"1400000US48113016621","Census Tract 166.21, Dallas County, Texas","104100","12330",
"1400000US48113016622","Census Tract 166.22, Dallas County, Texas","121000","17475",
"1400000US48113016623","Census Tract 166.23, Dallas County, Texas","154200","13419",
"1400000US48113016624","Census Tract 166.24, Dallas County, Texas","121400","9511",
"1400000US48113016625","Census Tract 166.25, Dallas County, Texas","148000","9780",
"1400000US48113016626","Census Tract 166.26, Dallas County, Texas","95300","7650",
"1400000US48113016701","Census Tract 167.01, Dallas County, Texas","75600","4380",
"1400000US48113016703","Census Tract 167.03, Dallas County, Texas","110400","9820",
"1400000US48113016704","Census Tract 167.04, Dallas County, Texas","79200","5387",
"1400000US48113016705","Census Tract 167.05, Dallas County, Texas","107200","6552",
"1400000US48113016802","Census Tract 168.02, Dallas County, Texas","144200","16161",
"1400000US48113016803","Census Tract 168.03, Dallas County, Texas","89700","12941",
"1400000US48113016804","Census Tract 168.04, Dallas County, Texas","105400","6472",
"1400000US48113016902","Census Tract 169.02, Dallas County, Texas","68600","9007",
"1400000US48113016903","Census Tract 169.03, Dallas County, Texas","61000","11965",
"1400000US48113017001","Census Tract 170.01, Dallas County, Texas","79300","9430",
"1400000US48113017003","Census Tract 170.03, Dallas County, Texas","81200","10030",
"1400000US48113017004","Census Tract 170.04, Dallas County, Texas","33900","15642",
"1400000US48113017101","Census Tract 171.01, Dallas County, Texas","79800","17070",
"1400000US48113017102","Census Tract 171.02, Dallas County, Texas","77300","5842",
"1400000US48113017201","Census Tract 172.01, Dallas County, Texas","72700","10732",
"1400000US48113017202","Census Tract 172.02, Dallas County, Texas","91000","10329",
"1400000US48113017301","Census Tract 173.01, Dallas County, Texas","84300","5398",
"1400000US48113017303","Census Tract 173.03, Dallas County, Texas","108100","8045",
"1400000US48113017304","Census Tract 173.04, Dallas County, Texas","153700","5069",
"1400000US48113017305","Census Tract 173.05, Dallas County, Texas","142100","4977",
"1400000US48113017306","Census Tract 173.06, Dallas County, Texas","128500","8766",
"1400000US48113017400","Census Tract 174, Dallas County, Texas","98600","8767",
"1400000US48113017500","Census Tract 175, Dallas County, Texas","124500","13765",
"1400000US48113017602","Census Tract 176.02, Dallas County, Texas","79600","4658",
"1400000US48113017604","Census Tract 176.04, Dallas County, Texas","74300","2374",
"1400000US48113017605","Census Tract 176.05, Dallas County, Texas","73100","4068",
"1400000US48113017606","Census Tract 176.06, Dallas County, Texas","99100","10355",
"1400000US48113017702","Census Tract 177.02, Dallas County, Texas","122000","7518",
"1400000US48113017703","Census Tract 177.03, Dallas County, Texas","65500","6574",
"1400000US48113017704","Census Tract 177.04, Dallas County, Texas","68800","5322",
"1400000US48113017804","Census Tract 178.04, Dallas County, Texas","95300","5299",
"1400000US48113017805","Census Tract 178.05, Dallas County, Texas","105500","5450",
"1400000US48113017806","Census Tract 178.06, Dallas County, Texas","85100","3306",
"1400000US48113017807","Census Tract 178.07, Dallas County, Texas","103100","7672",
"1400000US48113017808","Census Tract 178.08, Dallas County, Texas","145400","8128",
"1400000US48113017811","Census Tract 178.11, Dallas County, Texas","112300","5024",
"1400000US48113017812","Census Tract 178.12, Dallas County, Texas","117000","4583",
"1400000US48113017813","Census Tract 178.13, Dallas County, Texas","112300","4766",
"1400000US48113017814","Census Tract 178.14, Dallas County, Texas","142900","5732",
"1400000US48113017900","Census Tract 179, Dallas County, Texas","81200","4635",
"1400000US48113018001","Census Tract 180.01, Dallas County, Texas","98100","7011",
"1400000US48113018002","Census Tract 180.02, Dallas County, Texas","90600","5166",
"1400000US48113018104","Census Tract 181.04, Dallas County, Texas","257100","35938",
"1400000US48113018105","Census Tract 181.05, Dallas County, Texas","82500","2632",
"1400000US48113018110","Census Tract 181.10, Dallas County, Texas","166300","5542",
"1400000US48113018111","Census Tract 181.11, Dallas County, Texas","104000","7218",
"1400000US48113018118","Census Tract 181.18, Dallas County, Texas","192700","22841",
"1400000US48113018120","Census Tract 181.20, Dallas County, Texas","126100","8786",
"1400000US48113018121","Census Tract 181.21, Dallas County, Texas","107700","9639",
"1400000US48113018122","Census Tract 181.22, Dallas County, Texas","172300","7455",
"1400000US48113018123","Census Tract 181.23, Dallas County, Texas","124100","9965",
"1400000US48113018124","Census Tract 181.24, Dallas County, Texas","172700","12462",
"1400000US48113018126","Census Tract 181.26, Dallas County, Texas","112800","5802",
"1400000US48113018127","Census Tract 181.27, Dallas County, Texas","96600","5713",
"1400000US48113018128","Census Tract 181.28, Dallas County, Texas","96200","2975",
"1400000US48113018129","Census Tract 181.29, Dallas County, Texas","130200","5986",
"1400000US48113018130","Census Tract 181.30, Dallas County, Texas","114100","4379",
"1400000US48113018132","Census Tract 181.32, Dallas County, Texas","111100","4355",
"1400000US48113018133","Census Tract 181.33, Dallas County, Texas","122500","6135",
"1400000US48113018134","Census Tract 181.34, Dallas County, Texas","149400","9952",
"1400000US48113018135","Census Tract 181.35, Dallas County, Texas","126800","16945",
"1400000US48113018136","Census Tract 181.36, Dallas County, Texas","201200","11352",
"1400000US48113018137","Census Tract 181.37, Dallas County, Texas","150100","17817",
"1400000US48113018138","Census Tract 181.38, Dallas County, Texas","155700","7881",
"1400000US48113018139","Census Tract 181.39, Dallas County, Texas","142200","6846",
"1400000US48113018140","Census Tract 181.40, Dallas County, Texas","157100","5462",
"1400000US48113018141","Census Tract 181.41, Dallas County, Texas","90100","40238",
"1400000US48113018142","Census Tract 181.42, Dallas County, Texas","117500","5228",
"1400000US48113018203","Census Tract 182.03, Dallas County, Texas","108300","6482",
"1400000US48113018204","Census Tract 182.04, Dallas County, Texas","69100","5608",
"1400000US48113018205","Census Tract 182.05, Dallas County, Texas","102800","11075",
"1400000US48113018206","Census Tract 182.06, Dallas County, Texas","77100","7603",
"1400000US48113018300","Census Tract 183, Dallas County, Texas","86100","4598",
"1400000US48113018401","Census Tract 184.01, Dallas County, Texas","106300","7122",
"1400000US48113018402","Census Tract 184.02, Dallas County, Texas","129000","8685",
"1400000US48113018403","Census Tract 184.03, Dallas County, Texas","-","**",
"1400000US48113018501","Census Tract 185.01, Dallas County, Texas","91100","13099",
"1400000US48113018503","Census Tract 185.03, Dallas County, Texas","75600","49749",
"1400000US48113018505","Census Tract 185.05, Dallas County, Texas","42500","12050",
"1400000US48113018506","Census Tract 185.06, Dallas County, Texas","-","**",
"1400000US48113018600","Census Tract 186, Dallas County, Texas","93500","5003",
"1400000US48113018700","Census Tract 187, Dallas County, Texas","76400","3921",
"1400000US48113018801","Census Tract 188.01, Dallas County, Texas","93000","7219",
"1400000US48113018802","Census Tract 188.02, Dallas County, Texas","77500","16560",
"1400000US48113018900","Census Tract 189, Dallas County, Texas","103300","8173",
"1400000US48113019004","Census Tract 190.04, Dallas County, Texas","107500","8673",
"1400000US48113019013","Census Tract 190.13, Dallas County, Texas","-","**",
"1400000US48113019014","Census Tract 190.14, Dallas County, Texas","100200","4698",
"1400000US48113019016","Census Tract 190.16, Dallas County, Texas","117700","9467",
"1400000US48113019018","Census Tract 190.18, Dallas County, Texas","154700","16726",
"1400000US48113019019","Census Tract 190.19, Dallas County, Texas","152800","36977",
"1400000US48113019020","Census Tract 190.20, Dallas County, Texas","170300","8306",
"1400000US48113019021","Census Tract 190.21, Dallas County, Texas","112900","3160",
"1400000US48113019023","Census Tract 190.23, Dallas County, Texas","166700","5418",
"1400000US48113019024","Census Tract 190.24, Dallas County, Texas","145600","5864",
"1400000US48113019025","Census Tract 190.25, Dallas County, Texas","136500","2178",
"1400000US48113019026","Census Tract 190.26, Dallas County, Texas","136100","3708",
"1400000US48113019027","Census Tract 190.27, Dallas County, Texas","119600","7191",
"1400000US48113019028","Census Tract 190.28, Dallas County, Texas","114100","3014",
"1400000US48113019029","Census Tract 190.29, Dallas County, Texas","106400","3313",
"1400000US48113019031","Census Tract 190.31, Dallas County, Texas","168600","15121",
"1400000US48113019032","Census Tract 190.32, Dallas County, Texas","99200","3620",
"1400000US48113019033","Census Tract 190.33, Dallas County, Texas","89900","3500",
"1400000US48113019034","Census Tract 190.34, Dallas County, Texas","128000","47682",
"1400000US48113019035","Census Tract 190.35, Dallas County, Texas","195000","46030",
"1400000US48113019036","Census Tract 190.36, Dallas County, Texas","187600","10939",
"1400000US48113019037","Census Tract 190.37, Dallas County, Texas","154500","6250",
"1400000US48113019038","Census Tract 190.38, Dallas County, Texas","-","**",
"1400000US48113019039","Census Tract 190.39, Dallas County, Texas","164000","8096",
"1400000US48113019040","Census Tract 190.40, Dallas County, Texas","227900","82187",
"1400000US48113019041","Census Tract 190.41, Dallas County, Texas","187700","5967",
"1400000US48113019042","Census Tract 190.42, Dallas County, Texas","185100","19166",
"1400000US48113019043","Census Tract 190.43, Dallas County, Texas","224400","7174",
"1400000US48113019100","Census Tract 191, Dallas County, Texas","127900","16346",
"1400000US48113019202","Census Tract 192.02, Dallas County, Texas","163000","4349",
"1400000US48113019203","Census Tract 192.03, Dallas County, Texas","193100","8827",
"1400000US48113019204","Census Tract 192.04, Dallas County, Texas","138200","8227",
"1400000US48113019205","Census Tract 192.05, Dallas County, Texas","233700","9193",
"1400000US48113019206","Census Tract 192.06, Dallas County, Texas","151900","7752",
"1400000US48113019208","Census Tract 192.08, Dallas County, Texas","105100","12101",
"1400000US48113019210","Census Tract 192.10, Dallas County, Texas","264600","10012",
"1400000US48113019211","Census Tract 192.11, Dallas County, Texas","134100","12577",
"1400000US48113019212","Census Tract 192.12, Dallas County, Texas","-","**",
"1400000US48113019213","Census Tract 192.13, Dallas County, Texas","62400","4829",
"1400000US48113019301","Census Tract 193.01, Dallas County, Texas","1,000,000+","***",
"1400000US48113019302","Census Tract 193.02, Dallas County, Texas","864000","47679",
"1400000US48113019400","Census Tract 194, Dallas County, Texas","830500","73818",
"1400000US48113019501","Census Tract 195.01, Dallas County, Texas","1,000,000+","***",
"1400000US48113019502","Census Tract 195.02, Dallas County, Texas","840600","60957",
"1400000US48113019600","Census Tract 196, Dallas County, Texas","1,000,000+","***",
"1400000US48113019700","Census Tract 197, Dallas County, Texas","1,000,000+","***",
"1400000US48113019800","Census Tract 198, Dallas County, Texas","1,000,000+","***",
"1400000US48113019900","Census Tract 199, Dallas County, Texas","80200","5015",
"1400000US48113020000","Census Tract 200, Dallas County, Texas","357700","15763",
"1400000US48113020100","Census Tract 201, Dallas County, Texas","107100","31009",
"1400000US48113020200","Census Tract 202, Dallas County, Texas","61200","5453",
"1400000US48113020300","Census Tract 203, Dallas County, Texas","88000","23028",
"1400000US48113020400","Census Tract 204, Dallas County, Texas","183100","46382",
"1400000US48113020500","Census Tract 205, Dallas County, Texas","106200","24283",
"1400000US48113020600","Census Tract 206, Dallas County, Texas","1,000,000+","***",
"1400000US48113020700","Census Tract 207, Dallas County, Texas","167500","14917",
"1400000US48113980000","Census Tract 9800, Dallas County, Texas","-","**",
"1400000US48113980100","Census Tract 9801, Dallas County, Texas","-","**",
