GEOID,DISTRICT_NUM,south_of_i30,population,median_income,pct_black,pct_hispanic,pct_nonwhite,ami_ratio,below_80_ami,cip_per_capita,cip_per_capita_raw,cip_outlier,investment_gap,log_cip,log_income,holc_grade,holc_d,cip_drainage_share,cip_econdev_share,cip_parks_share,cip_streets_share
48113012209,2,0,2208,115300,14.1,24.8,38.9,1.176530612244898,0,1040.958324365362,1040.958324365362,0,812.8045466710829,6.948857225702866,11.65529270625715,None,0,0.2744964945778619,0.0,0.010918564247938387,0.7145849411741997
48113009303,5,0,3536,57092,10.8,88.9,99.7,0.5825714285714285,1,536.7663720701469,536.7663720701469,0,75.99900417008439,6.287424213189074,10.952419280749659,None,0,0.05841713535232536,0.0,0.028294400858266303,0.9132884637894084
48113011601,8,1,3841,48358,36.6,55.3,91.9,0.49344897959183676,1,646.5226340567838,646.5226340567838,0,102.53548470920168,6.473153749034997,10.786386947380556,None,0,0.036454034425160285,0.0,0.0,0.9635459655748397
48113004600,1,0,1743,82727,7.5,33.7,41.2,0.8441530612244897,0,1097.3737013752673,1097.3737013752673,0,779.3864593847397,7.001585911500769,11.323301308985931,B,0,0.22650695935956927,0.04656007317550518,0.030475388851786633,0.696457578613139
48113007102,2,0,4486,71068,29.9,23.8,53.7,0.7251836734693877,1,1040.958324365362,1040.958324365362,0,670.8039571656325,6.948857225702866,11.171392444155797,None,0,0.2744964945778619,0.0,0.010918564247938387,0.7145849411741997
48113007301,13,0,1928,250001,0.7,6.6,7.3,2.551030612244898,0,720.4278836140196,720.4278836140196,0,615.2037822378236,6.581232419807328,12.429220196836383,None,0,0.036043220343681015,0.0,0.0,0.963956779656319
48113007302,13,0,4220,242870,4.3,7.2,11.5,2.478265306122449,0,720.4278836140196,720.4278836140196,0,612.114256701884,6.581232419807328,12.400281599746267,B,0,0.036043220343681015,0.0,0.0,0.963956779656319
48113003700,7,1,3456,78490,63.4,13.2,76.6,0.8009183673469388,0,1455.2483827016522,1455.2483827016522,0,1120.0957445547497,7.283618806722254,11.270726507120859,C,0,0.25274053091005616,0.0,0.010664062964589969,0.7365954061253539
48113007810,10,0,4520,76250,10.0,17.3,27.3,0.7780612244897959,1,448.68145340757997,448.68145340757997,0,103.68301972691938,6.1085394507815955,11.241772694469658,None,0,0.13133507034377961,0.0,0.021422478291566144,0.8472424513646543
48113007903,9,0,2265,144088,4.5,8.2,12.7,1.4702857142857142,0,532.7493658553295,532.7493658553295,0,350.17947406593436,6.279926376449069,11.878179503016893,None,0,0.0746826774743875,0.0,0.0600848117099909,0.8652325108156216
48113007906,13,0,2280,147738,1.5,6.6,8.1,1.507530612244898,0,720.4278836140197,720.4278836140197,0,542.368545000052,6.581232419807328,11.903195713695851,None,0,0.036043220343681015,0.0,0.0,0.963956779656319
48113008705,8,1,1657,36786,42.2,56.3,98.5,0.3753673469387755,1,646.5226340567838,646.5226340567838,0,-68.58992420316213,6.473153749034997,10.512872616990743,None,0,0.036454034425160285,0.0,0.0,0.9635459655748397
48113010701,1,0,6615,48225,12.4,82.5,94.9,0.49209183673469387,1,1097.3737013752673,1097.3737013752673,0,551.886286794648,7.001585911500769,10.78363283777393,None,0,0.22650695935956927,0.04656007317550518,0.030475388851786633,0.696457578613139
48113004202,1,0,1968,120208,7.7,33.4,41.1,1.2266122448979593,0,1097.3737013752673,1097.3737013752673,0,878.5352665943012,7.001585911500769,11.696978854608941,B,0,0.22650695935956927,0.04656007317550518,0.030475388851786633,0.696457578613139
